user_id,age,income,credit_score,loan_amount,tenure_months,interest_rate,merchant_commission_rate,acquisition_cost,defaulted,revenue,loss,net_profit
BNPL_008075,36,82067,394,17505,3,0.18,0.03,591,0,1312.88,0,721.88
BNPL_008076,38,118232,803,12515,3,0.18,0.03,525,0,938.62,0,413.62
BNPL_008077,21,26410,594,24902,3,0.18,0.03,354,0,1867.65,0,1513.65
BNPL_008078,34,63353,818,21283,3,0.18,0.03,278,0,1596.22,0,1318.22
BNPL_008079,21,116264,528,10916,3,0.18,0.03,482,0,818.7,0,336.7
BNPL_008080,44,68949,607,21762,3,0.18,0.03,256,1,1632.15,21762,-20385.85
BNPL_008081,45,87978,779,9045,3,0.18,0.03,575,0,678.38,0,103.38
BNPL_008082,21,71215,654,14549,3,0.18,0.03,375,0,1091.17,0,716.17
BNPL_008083,32,36826,576,14002,3,0.18,0.03,364,0,1050.15,0,686.15
BNPL_008084,38,52607,713,9351,3,0.18,0.03,305,0,701.32,0,396.32
BNPL_008085,54,16737,618,21138,3,0.18,0.03,568,0,1585.35,0,1017.35
BNPL_008086,48,41507,312,21816,3,0.18,0.03,488,1,1636.2,21816,-20667.8
BNPL_008087,39,55552,333,11539,3,0.18,0.03,238,0,865.42,0,627.42
BNPL_008088,21,112759,520,26976,3,0.18,0.03,293,0,2023.2,0,1730.2
BNPL_008089,21,64283,692,15100,3,0.18,0.03,268,0,1132.5,0,864.5
BNPL_008090,46,45870,769,22890,3,0.18,0.03,544,0,1716.75,0,1172.75
BNPL_008091,52,102112,493,15225,3,0.18,0.03,249,1,1141.88,15225,-14332.12
BNPL_008092,45,46740,784,2600,3,0.18,0.03,559,0,195.0,0,-364.0
BNPL_008093,49,27708,710,16852,3,0.18,0.03,442,0,1263.9,0,821.9
BNPL_008094,35,107928,759,25916,3,0.18,0.03,517,0,1943.7,0,1426.7
BNPL_008095,40,16977,825,13469,3,0.18,0.03,436,0,1010.17,0,574.17
BNPL_008096,39,68801,727,8614,3,0.18,0.03,553,0,646.05,0,93.05
BNPL_008097,37,99557,350,2799,3,0.18,0.03,299,0,209.93,0,-89.07
BNPL_008098,39,31620,771,4204,3,0.18,0.03,497,0,315.3,0,-181.7
BNPL_008099,31,62178,659,13287,3,0.18,0.03,376,0,996.52,0,620.52
BNPL_008100,41,101344,599,20083,3,0.18,0.03,288,0,1506.22,0,1218.22
BNPL_008101,48,45897,761,12508,3,0.18,0.03,304,0,938.1,0,634.1
BNPL_008102,39,23583,440,2168,3,0.18,0.03,216,0,162.6,0,-53.4
BNPL_008103,29,77058,461,26556,3,0.18,0.03,456,0,1991.7,0,1535.7
BNPL_008104,52,35861,781,15556,3,0.18,0.03,312,0,1166.7,0,854.7
BNPL_008105,48,50280,489,22973,3,0.18,0.03,210,0,1722.97,0,1512.97
BNPL_008106,46,52694,729,12820,3,0.18,0.03,545,0,961.5,0,416.5
BNPL_008107,54,67364,810,6632,3,0.18,0.03,585,0,497.4,0,-87.6
BNPL_008108,45,102855,771,2816,3,0.18,0.03,360,0,211.2,0,-148.8
BNPL_008109,51,113110,506,15815,3,0.18,0.03,264,0,1186.12,0,922.12
BNPL_008110,53,16720,523,14952,3,0.18,0.03,488,0,1121.4,0,633.4
BNPL_008111,54,47967,803,22490,3,0.18,0.03,596,0,1686.75,0,1090.75
BNPL_008112,39,63130,304,18274,3,0.18,0.03,208,0,1370.55,0,1162.55
BNPL_008113,32,118661,616,18510,3,0.18,0.03,503,1,1388.25,18510,-17624.75
BNPL_008114,41,36541,782,21423,3,0.18,0.03,514,0,1606.72,0,1092.72
BNPL_008115,37,22083,746,14566,3,0.18,0.03,558,0,1092.45,0,534.45
BNPL_008116,50,80455,328,22001,3,0.18,0.03,209,0,1650.07,0,1441.07
BNPL_008117,54,60156,386,10661,3,0.18,0.03,500,1,799.58,10661,-10361.42
BNPL_008118,45,87785,511,18502,3,0.18,0.03,547,1,1387.65,18502,-17661.35
BNPL_008119,41,73131,676,4475,3,0.18,0.03,407,0,335.62,0,-71.38
BNPL_008120,45,59998,644,23106,3,0.18,0.03,529,0,1732.95,0,1203.95
BNPL_008121,24,70561,319,20207,3,0.18,0.03,393,1,1515.52,20207,-19084.47
BNPL_008122,40,89006,632,24050,3,0.18,0.03,465,0,1803.75,0,1338.75
BNPL_008123,34,98026,331,16327,3,0.18,0.03,253,1,1224.52,16327,-15355.48
BNPL_008124,45,51376,344,26491,3,0.18,0.03,317,1,1986.83,26491,-24821.17
BNPL_008125,44,75392,722,14454,3,0.18,0.03,468,0,1084.05,0,616.05
BNPL_008126,35,52945,358,12689,3,0.18,0.03,507,1,951.67,12689,-12244.33
BNPL_008127,54,60572,563,8384,3,0.18,0.03,533,0,628.8,0,95.8
BNPL_008128,24,54842,754,14831,3,0.18,0.03,552,0,1112.33,0,560.33
BNPL_008129,21,96884,411,12732,3,0.18,0.03,493,0,954.9,0,461.9
BNPL_008130,43,36677,496,17614,3,0.18,0.03,367,0,1321.05,0,954.05
BNPL_008131,25,29761,701,8074,3,0.18,0.03,212,0,605.55,0,393.55
BNPL_008132,41,24923,637,26908,3,0.18,0.03,404,0,2018.1,0,1614.1
BNPL_008133,47,61009,759,27793,3,0.18,0.03,242,0,2084.47,0,1842.47
BNPL_008134,40,50657,378,10081,3,0.18,0.03,445,0,756.08,0,311.08
BNPL_008135,44,79610,621,5180,3,0.18,0.03,512,0,388.5,0,-123.5
BNPL_008136,22,81029,443,4157,3,0.18,0.03,329,0,311.77,0,-17.23
BNPL_008137,21,93033,660,10345,3,0.18,0.03,332,0,775.88,0,443.88
BNPL_008138,48,50125,773,12975,3,0.18,0.03,323,0,973.12,0,650.12
BNPL_008139,41,97554,468,17639,3,0.18,0.03,424,0,1322.92,0,898.92
BNPL_008140,23,74402,577,7258,3,0.18,0.03,365,0,544.35,0,179.35
BNPL_008141,24,68478,750,20421,3,0.18,0.03,337,0,1531.57,0,1194.57
BNPL_008142,38,16179,316,25319,3,0.18,0.03,584,1,1898.92,25319,-24004.08
BNPL_008143,37,34128,512,8120,3,0.18,0.03,541,1,609.0,8120,-8052.0
BNPL_008144,54,64357,635,7380,3,0.18,0.03,473,0,553.5,0,80.5
BNPL_008145,48,28164,694,18302,3,0.18,0.03,412,0,1372.65,0,960.65
BNPL_008146,54,60836,578,20680,3,0.18,0.03,520,0,1551.0,0,1031.0
BNPL_008147,51,20934,430,14811,3,0.18,0.03,594,0,1110.83,0,516.83
BNPL_008148,41,103172,535,8121,3,0.18,0.03,513,0,609.08,0,96.08
BNPL_008149,25,114507,695,21408,3,0.18,0.03,200,0,1605.6,0,1405.6
BNPL_008150,35,62378,586,12729,3,0.18,0.03,329,0,954.67,0,625.67
BNPL_008151,45,76470,751,26819,3,0.18,0.03,339,0,2011.42,0,1672.42
BNPL_008152,49,79469,463,18487,3,0.18,0.03,262,0,1386.53,0,1124.53
BNPL_008153,31,54352,824,23206,3,0.18,0.03,510,0,1740.45,0,1230.45
BNPL_008154,40,97049,765,26053,3,0.18,0.03,462,0,1953.97,0,1491.97
BNPL_008155,42,16819,324,7107,3,0.18,0.03,359,0,533.02,0,174.02
BNPL_008156,36,33140,789,20711,3,0.18,0.03,280,0,1553.32,0,1273.32
BNPL_008157,26,63717,389,12619,3,0.18,0.03,547,0,946.42,0,399.42
BNPL_008158,51,43670,454,8337,3,0.18,0.03,372,0,625.27,0,253.27
BNPL_008159,41,67022,408,2398,3,0.18,0.03,559,1,179.85,2398,-2777.15
BNPL_008160,44,103490,326,4952,3,0.18,0.03,543,0,371.4,0,-171.6
BNPL_008161,24,54804,455,8583,3,0.18,0.03,300,0,643.73,0,343.73
BNPL_008162,49,85724,685,17811,3,0.18,0.03,337,0,1335.82,0,998.82
BNPL_008163,28,33941,674,6822,3,0.18,0.03,354,0,511.65,0,157.65
BNPL_008164,54,118601,557,18656,3,0.18,0.03,550,0,1399.2,0,849.2
BNPL_008165,27,77034,699,8496,3,0.18,0.03,491,0,637.2,0,146.2
BNPL_008166,35,41730,534,22969,3,0.18,0.03,362,0,1722.67,0,1360.67
BNPL_008167,35,42939,780,18128,3,0.18,0.03,528,0,1359.6,0,831.6
BNPL_008168,40,109685,313,17225,3,0.18,0.03,414,1,1291.88,17225,-16347.12
BNPL_008169,47,42189,604,6570,3,0.18,0.03,229,0,492.75,0,263.75
BNPL_008170,51,54332,710,22462,3,0.18,0.03,571,0,1684.65,0,1113.65
BNPL_008171,31,115186,628,6367,3,0.18,0.03,213,0,477.52,0,264.52
BNPL_008172,44,60196,780,20550,3,0.18,0.03,581,0,1541.25,0,960.25
BNPL_008173,46,68296,669,29980,3,0.18,0.03,348,1,2248.5,29980,-28079.5
BNPL_008174,44,100452,675,4729,3,0.18,0.03,283,0,354.67,0,71.67
BNPL_008175,35,51568,768,21700,3,0.18,0.03,319,0,1627.5,0,1308.5
BNPL_008176,30,38801,796,15363,3,0.18,0.03,476,0,1152.22,0,676.22
BNPL_008177,53,102704,355,17698,3,0.18,0.03,208,1,1327.35,17698,-16578.65
BNPL_008178,35,21276,380,24877,3,0.18,0.03,334,0,1865.77,0,1531.77
BNPL_008179,30,52573,807,22200,3,0.18,0.03,213,0,1665.0,0,1452.0
BNPL_008180,39,30560,464,14848,3,0.18,0.03,595,0,1113.6,0,518.6
BNPL_008181,31,31114,785,25734,3,0.18,0.03,534,0,1930.05,0,1396.05
BNPL_008182,48,76442,380,12147,3,0.18,0.03,474,0,911.02,0,437.02
BNPL_008183,45,82802,362,16775,3,0.18,0.03,226,0,1258.12,0,1032.12
BNPL_008184,44,100968,547,19561,3,0.18,0.03,409,1,1467.07,19561,-18502.92
BNPL_008185,39,33940,728,20468,3,0.18,0.03,370,0,1535.1,0,1165.1
BNPL_008186,50,15918,761,29962,3,0.18,0.03,257,0,2247.15,0,1990.15
BNPL_008187,28,87086,684,20487,3,0.18,0.03,203,0,1536.53,0,1333.53
BNPL_008188,39,48004,606,24265,3,0.18,0.03,223,0,1819.88,0,1596.88
BNPL_008189,52,15414,699,22895,3,0.18,0.03,563,0,1717.12,0,1154.12
BNPL_008190,54,22650,550,14964,3,0.18,0.03,599,0,1122.3,0,523.3
BNPL_008191,38,97369,460,29752,3,0.18,0.03,537,0,2231.4,0,1694.4
BNPL_008192,32,42175,353,25128,3,0.18,0.03,334,0,1884.6,0,1550.6
BNPL_008193,53,55571,484,3456,3,0.18,0.03,324,0,259.2,0,-64.8
BNPL_008194,40,41814,520,12438,3,0.18,0.03,543,0,932.85,0,389.85
BNPL_008195,34,98941,672,2173,3,0.18,0.03,277,0,162.97,0,-114.03
BNPL_008196,29,115550,306,21435,3,0.18,0.03,321,0,1607.62,0,1286.62
BNPL_008197,33,34475,553,14885,3,0.18,0.03,379,0,1116.38,0,737.38
BNPL_008198,43,48660,514,21813,3,0.18,0.03,571,0,1635.97,0,1064.97
BNPL_008199,48,97525,636,22798,3,0.18,0.03,447,0,1709.85,0,1262.85
BNPL_008200,24,32561,650,23565,3,0.18,0.03,439,0,1767.38,0,1328.38
BNPL_008201,30,47035,359,11688,3,0.18,0.03,374,0,876.6,0,502.6
BNPL_008202,52,43612,478,19474,3,0.18,0.03,280,0,1460.55,0,1180.55
BNPL_008203,23,40563,367,3591,3,0.18,0.03,298,0,269.32,0,-28.68
BNPL_008204,32,24034,844,17116,3,0.18,0.03,229,0,1283.7,0,1054.7
BNPL_008205,38,16804,623,29770,3,0.18,0.03,232,0,2232.75,0,2000.75
BNPL_008206,26,57656,609,22623,3,0.18,0.03,351,0,1696.72,0,1345.72
BNPL_008207,23,108666,774,15899,3,0.18,0.03,505,0,1192.42,0,687.42
BNPL_008208,37,17523,477,3660,3,0.18,0.03,490,0,274.5,0,-215.5
BNPL_008209,53,49626,437,13752,3,0.18,0.03,417,0,1031.4,0,614.4
BNPL_008210,26,71079,676,27929,3,0.18,0.03,594,0,2094.68,0,1500.68
BNPL_008211,23,51095,419,20450,3,0.18,0.03,495,0,1533.75,0,1038.75
BNPL_008212,33,88123,366,18725,3,0.18,0.03,544,0,1404.38,0,860.38
BNPL_008213,23,31491,701,15613,3,0.18,0.03,460,0,1170.97,0,710.97
BNPL_008214,29,91252,636,12552,3,0.18,0.03,353,0,941.4,0,588.4
BNPL_008215,49,95661,828,12539,3,0.18,0.03,379,0,940.42,0,561.42
BNPL_008216,25,71192,510,26861,3,0.18,0.03,406,0,2014.57,0,1608.57
BNPL_008217,25,83350,644,27098,3,0.18,0.03,506,0,2032.35,0,1526.35
BNPL_008218,54,41232,507,20617,3,0.18,0.03,216,0,1546.28,0,1330.28
BNPL_008219,31,52474,745,18289,3,0.18,0.03,346,1,1371.67,18289,-17263.33
BNPL_008220,53,40975,805,29969,3,0.18,0.03,527,0,2247.68,0,1720.68
BNPL_008221,27,116552,423,23660,3,0.18,0.03,294,0,1774.5,0,1480.5
BNPL_008222,45,111110,534,11917,3,0.18,0.03,493,1,893.77,11917,-11516.23
BNPL_008223,21,91817,473,19810,3,0.18,0.03,580,0,1485.75,0,905.75
BNPL_008224,52,21174,396,28069,3,0.18,0.03,392,1,2105.18,28069,-26355.83
BNPL_008225,37,86964,433,10960,3,0.18,0.03,382,1,822.0,10960,-10520.0
BNPL_008226,24,103566,479,21327,3,0.18,0.03,466,1,1599.52,21327,-20193.47
BNPL_008227,40,101425,455,21945,3,0.18,0.03,527,0,1645.88,0,1118.88
BNPL_008228,46,37624,482,13590,3,0.18,0.03,253,0,1019.25,0,766.25
BNPL_008229,41,26041,677,3110,3,0.18,0.03,361,0,233.25,0,-127.75
BNPL_008230,46,46207,388,19700,3,0.18,0.03,598,0,1477.5,0,879.5
BNPL_008231,52,100725,316,16295,3,0.18,0.03,395,1,1222.12,16295,-15467.88
BNPL_008232,52,98730,303,28904,3,0.18,0.03,220,0,2167.8,0,1947.8
BNPL_008233,49,78576,412,7852,3,0.18,0.03,297,0,588.9,0,291.9
BNPL_008234,36,77971,569,19670,3,0.18,0.03,396,0,1475.25,0,1079.25
BNPL_008235,49,107240,708,2973,3,0.18,0.03,578,0,222.97,0,-355.02
BNPL_008236,25,94975,583,27035,3,0.18,0.03,427,0,2027.62,0,1600.62
BNPL_008237,41,96247,739,23048,3,0.18,0.03,540,0,1728.6,0,1188.6
BNPL_008238,29,78716,685,15442,3,0.18,0.03,370,0,1158.15,0,788.15
BNPL_008239,29,114495,808,28492,3,0.18,0.03,445,0,2136.9,0,1691.9
BNPL_008240,54,109744,739,7741,3,0.18,0.03,300,0,580.57,0,280.57
BNPL_008241,45,39256,655,18148,3,0.18,0.03,432,0,1361.1,0,929.1
BNPL_008242,41,54284,711,29899,3,0.18,0.03,213,0,2242.42,0,2029.42
BNPL_008243,40,32311,787,20121,3,0.18,0.03,520,0,1509.07,0,989.07
BNPL_008244,35,44278,647,4825,3,0.18,0.03,525,0,361.88,0,-163.12
BNPL_008245,47,31788,318,27155,3,0.18,0.03,477,0,2036.62,0,1559.62
BNPL_008246,35,101341,457,21559,3,0.18,0.03,479,0,1616.92,0,1137.92
BNPL_008247,24,88457,581,12386,3,0.18,0.03,201,0,928.95,0,727.95
BNPL_008248,25,104646,712,7183,3,0.18,0.03,279,0,538.73,0,259.73
BNPL_008249,32,53728,438,3799,3,0.18,0.03,515,1,284.92,3799,-4029.07
BNPL_008250,24,119673,772,28610,3,0.18,0.03,317,0,2145.75,0,1828.75
BNPL_008251,39,49226,478,20406,3,0.18,0.03,284,0,1530.45,0,1246.45
BNPL_008252,34,55039,413,9867,3,0.18,0.03,470,0,740.02,0,270.02
BNPL_008253,50,85254,354,18907,3,0.18,0.03,389,1,1418.02,18907,-17877.97
BNPL_008254,35,23537,564,25399,3,0.18,0.03,303,0,1904.92,0,1601.92
BNPL_008255,53,34267,760,15257,3,0.18,0.03,252,0,1144.27,0,892.27
BNPL_008256,31,112672,593,11174,3,0.18,0.03,596,0,838.05,0,242.05
BNPL_008257,30,89884,577,28153,3,0.18,0.03,300,0,2111.47,0,1811.47
BNPL_008258,41,92962,520,14356,3,0.18,0.03,492,0,1076.7,0,584.7
BNPL_008259,25,62404,527,28247,3,0.18,0.03,571,0,2118.53,0,1547.53
BNPL_008260,35,97676,436,21004,3,0.18,0.03,255,1,1575.3,21004,-19683.7
BNPL_008261,46,93294,507,26189,3,0.18,0.03,322,0,1964.17,0,1642.17
BNPL_008262,30,61031,320,15451,3,0.18,0.03,464,1,1158.82,15451,-14756.17
BNPL_008263,49,42573,682,12774,3,0.18,0.03,238,0,958.05,0,720.05
BNPL_008264,44,24782,346,23225,3,0.18,0.03,226,0,1741.88,0,1515.88
BNPL_008265,44,45715,380,3653,3,0.18,0.03,244,0,273.97,0,29.97
BNPL_008266,45,59342,531,2085,3,0.18,0.03,304,1,156.38,2085,-2232.62
BNPL_008267,34,96084,359,5291,3,0.18,0.03,275,1,396.82,5291,-5169.18
BNPL_008268,44,79981,466,25165,3,0.18,0.03,432,0,1887.38,0,1455.38
BNPL_008269,43,27871,669,9516,3,0.18,0.03,366,0,713.7,0,347.7
BNPL_008270,53,28322,452,15473,3,0.18,0.03,477,0,1160.47,0,683.47
BNPL_008271,36,80674,505,8239,3,0.18,0.03,413,0,617.92,0,204.92
BNPL_008272,43,66517,811,2018,3,0.18,0.03,515,0,151.35,0,-363.65
BNPL_008273,51,31484,317,16464,3,0.18,0.03,597,0,1234.8,0,637.8
BNPL_008274,34,61240,675,23164,3,0.18,0.03,352,0,1737.3,0,1385.3
BNPL_008275,54,39377,761,19565,3,0.18,0.03,563,0,1467.38,0,904.38
BNPL_008276,49,70001,622,12202,3,0.18,0.03,372,0,915.15,0,543.15
BNPL_008277,31,96628,542,28105,3,0.18,0.03,287,0,2107.88,0,1820.88
BNPL_008278,31,89387,450,7219,3,0.18,0.03,446,0,541.42,0,95.42
BNPL_008279,44,43519,836,27560,3,0.18,0.03,488,0,2067.0,0,1579.0
BNPL_008280,35,110616,737,4575,3,0.18,0.03,540,0,343.12,0,-196.88
BNPL_008281,23,23735,518,29747,3,0.18,0.03,302,1,2231.03,29747,-27817.97
BNPL_008282,28,64158,687,26029,3,0.18,0.03,209,0,1952.18,0,1743.18
BNPL_008283,52,20623,545,9391,3,0.18,0.03,313,0,704.32,0,391.32
BNPL_008284,29,50992,516,17848,3,0.18,0.03,445,0,1338.6,0,893.6
BNPL_008285,36,22517,721,5590,3,0.18,0.03,404,0,419.25,0,15.25
BNPL_008286,30,79627,511,20591,3,0.18,0.03,328,0,1544.32,0,1216.32
BNPL_008287,34,40550,561,10243,3,0.18,0.03,457,1,768.22,10243,-9931.77
BNPL_008288,52,85909,513,23595,3,0.18,0.03,231,0,1769.62,0,1538.62
BNPL_008289,23,117205,312,23317,3,0.18,0.03,220,1,1748.77,23317,-21788.22
BNPL_008290,34,85470,705,19951,3,0.18,0.03,368,0,1496.32,0,1128.32
BNPL_008291,50,37608,787,4405,3,0.18,0.03,389,0,330.38,0,-58.62
BNPL_008292,46,49602,465,27040,3,0.18,0.03,455,1,2028.0,27040,-25467.0
BNPL_008293,41,44228,824,17411,3,0.18,0.03,464,0,1305.82,0,841.82
BNPL_008294,27,98685,343,29819,3,0.18,0.03,301,0,2236.43,0,1935.43
BNPL_008295,33,89539,595,27804,3,0.18,0.03,517,0,2085.3,0,1568.3
BNPL_008296,39,33932,492,26908,3,0.18,0.03,352,0,2018.1,0,1666.1
BNPL_008297,43,115567,342,24128,3,0.18,0.03,430,0,1809.6,0,1379.6
BNPL_008298,54,42245,615,14160,3,0.18,0.03,339,0,1062.0,0,723.0
BNPL_008299,49,115426,532,17248,3,0.18,0.03,411,0,1293.6,0,882.6
BNPL_008300,26,108629,511,5529,3,0.18,0.03,337,0,414.67,0,77.67
BNPL_008301,37,43212,505,22484,3,0.18,0.03,522,0,1686.3,0,1164.3
BNPL_008302,40,80202,622,5990,3,0.18,0.03,592,0,449.25,0,-142.75
BNPL_008303,33,109855,746,29669,3,0.18,0.03,237,0,2225.18,0,1988.18
BNPL_008304,43,77583,552,3894,3,0.18,0.03,264,0,292.05,0,28.05
BNPL_008305,24,104502,559,5356,3,0.18,0.03,272,0,401.7,0,129.7
BNPL_008306,23,66642,378,25928,3,0.18,0.03,380,0,1944.6,0,1564.6
BNPL_008307,27,73226,812,6791,3,0.18,0.03,450,0,509.32,0,59.32
BNPL_008308,48,79017,519,24088,3,0.18,0.03,389,1,1806.6,24088,-22670.4
BNPL_008309,36,51324,577,25341,3,0.18,0.03,389,0,1900.58,0,1511.58
BNPL_008310,51,70845,455,14587,3,0.18,0.03,546,0,1094.02,0,548.02
BNPL_008311,33,84727,562,21250,3,0.18,0.03,424,0,1593.75,0,1169.75
BNPL_008312,33,28599,562,22043,3,0.18,0.03,342,0,1653.22,0,1311.22
BNPL_008313,41,39459,551,7452,3,0.18,0.03,431,0,558.9,0,127.9
BNPL_008314,22,113815,328,14003,3,0.18,0.03,493,0,1050.22,0,557.22
BNPL_008315,43,27215,514,29817,3,0.18,0.03,420,0,2236.27,0,1816.27
BNPL_008316,40,50076,771,14090,3,0.18,0.03,488,0,1056.75,0,568.75
BNPL_008317,26,38575,732,11183,3,0.18,0.03,316,0,838.72,0,522.72
BNPL_008318,23,42736,391,2376,3,0.18,0.03,280,0,178.2,0,-101.8
BNPL_008319,34,102594,422,4847,3,0.18,0.03,595,1,363.52,4847,-5078.48
BNPL_008320,22,54430,576,13961,3,0.18,0.03,294,0,1047.08,0,753.08
BNPL_008321,45,54202,526,11388,3,0.18,0.03,334,0,854.1,0,520.1
BNPL_008322,25,26544,641,3356,3,0.18,0.03,430,0,251.7,0,-178.3
BNPL_008323,29,118730,472,18927,3,0.18,0.03,399,0,1419.52,0,1020.52
BNPL_008324,31,102967,516,16968,3,0.18,0.03,219,0,1272.6,0,1053.6
BNPL_008325,27,97808,692,11813,3,0.18,0.03,585,0,885.98,0,300.98
BNPL_008326,26,104274,624,29436,3,0.18,0.03,517,0,2207.7,0,1690.7
BNPL_008327,21,28785,317,29450,3,0.18,0.03,348,0,2208.75,0,1860.75
BNPL_008328,34,46903,565,23026,3,0.18,0.03,279,0,1726.95,0,1447.95
BNPL_008329,24,66901,543,26584,3,0.18,0.03,356,0,1993.8,0,1637.8
BNPL_008330,26,57283,619,12488,3,0.18,0.03,522,0,936.6,0,414.6
BNPL_008331,34,38949,692,19635,3,0.18,0.03,256,0,1472.62,0,1216.62
BNPL_008332,35,111447,818,9571,3,0.18,0.03,474,0,717.83,0,243.83
BNPL_008333,21,111738,324,22581,3,0.18,0.03,350,0,1693.57,0,1343.57
BNPL_008334,31,52025,586,23157,3,0.18,0.03,573,0,1736.78,0,1163.78
BNPL_008335,32,97952,747,7113,3,0.18,0.03,475,0,533.47,0,58.47
BNPL_008336,42,77784,424,26616,3,0.18,0.03,536,0,1996.2,0,1460.2
BNPL_008337,26,30545,540,13602,3,0.18,0.03,293,0,1020.15,0,727.15
BNPL_008338,49,38047,508,5447,3,0.18,0.03,284,0,408.52,0,124.52
BNPL_008339,45,27737,415,6457,3,0.18,0.03,450,0,484.27,0,34.27
BNPL_008340,28,83175,306,9687,3,0.18,0.03,586,0,726.52,0,140.52
BNPL_008341,35,86438,520,24211,3,0.18,0.03,425,0,1815.82,0,1390.82
BNPL_008342,48,112758,396,28257,3,0.18,0.03,588,0,2119.28,0,1531.28
BNPL_008343,29,45737,483,27742,3,0.18,0.03,533,1,2080.65,27742,-26194.35
BNPL_008344,40,117090,340,10629,3,0.18,0.03,216,1,797.17,10629,-10047.83
BNPL_008345,49,40814,516,25016,3,0.18,0.03,350,1,1876.2,25016,-23489.8
BNPL_008346,21,44317,506,4822,3,0.18,0.03,521,0,361.65,0,-159.35
BNPL_008347,49,107747,525,17965,3,0.18,0.03,491,0,1347.38,0,856.38
BNPL_008348,23,103169,375,6611,3,0.18,0.03,510,0,495.82,0,-14.18
BNPL_008349,27,62635,574,5719,3,0.18,0.03,226,1,428.93,5719,-5516.07
BNPL_008350,38,101300,601,13171,3,0.18,0.03,586,0,987.82,0,401.82
BNPL_008351,30,79339,556,11434,3,0.18,0.03,331,0,857.55,0,526.55
BNPL_008352,52,110505,633,28412,3,0.18,0.03,567,0,2130.9,0,1563.9
BNPL_008353,24,68335,393,23324,3,0.18,0.03,594,0,1749.3,0,1155.3
BNPL_008354,31,56280,533,25157,3,0.18,0.03,459,1,1886.78,25157,-23729.22
BNPL_008355,32,115021,771,2316,3,0.18,0.03,300,0,173.7,0,-126.3
BNPL_008356,39,75252,520,27938,3,0.18,0.03,347,0,2095.35,0,1748.35
BNPL_008357,25,88110,777,16111,3,0.18,0.03,223,0,1208.33,0,985.33
BNPL_008358,52,111693,600,17023,3,0.18,0.03,563,0,1276.72,0,713.72
BNPL_008359,48,83784,443,10714,3,0.18,0.03,346,0,803.55,0,457.55
BNPL_008360,23,31849,375,26529,3,0.18,0.03,359,0,1989.68,0,1630.68
BNPL_008361,39,42447,362,8275,3,0.18,0.03,447,0,620.62,0,173.62
BNPL_008362,47,82438,727,25441,3,0.18,0.03,357,0,1908.08,0,1551.08
BNPL_008363,54,54286,597,9139,3,0.18,0.03,495,1,685.42,9139,-8948.58
BNPL_008364,36,29828,356,21310,3,0.18,0.03,341,0,1598.25,0,1257.25
BNPL_008365,45,63205,301,2785,3,0.18,0.03,234,1,208.88,2785,-2810.12
BNPL_008366,46,20186,368,17583,3,0.18,0.03,560,0,1318.72,0,758.72
BNPL_008367,26,48994,596,24295,3,0.18,0.03,460,0,1822.12,0,1362.12
BNPL_008368,24,90528,624,9235,3,0.18,0.03,325,0,692.62,0,367.62
BNPL_008369,36,111284,344,19508,3,0.18,0.03,425,0,1463.1,0,1038.1
BNPL_008370,26,64916,591,23959,3,0.18,0.03,435,0,1796.92,0,1361.92
BNPL_008371,25,57229,536,13594,3,0.18,0.03,562,0,1019.55,0,457.55
BNPL_008372,37,65404,808,29005,3,0.18,0.03,326,0,2175.38,0,1849.38
BNPL_008373,29,36617,542,11360,3,0.18,0.03,240,1,852.0,11360,-10748.0
BNPL_008374,38,58415,467,21227,3,0.18,0.03,309,0,1592.02,0,1283.02
BNPL_008375,31,34622,832,7284,3,0.18,0.03,329,0,546.3,0,217.3
BNPL_008376,25,21954,395,27956,3,0.18,0.03,569,1,2096.7,27956,-26428.3
BNPL_008377,37,102181,466,9870,3,0.18,0.03,518,0,740.25,0,222.25
BNPL_008378,53,108518,773,18000,3,0.18,0.03,344,0,1350.0,0,1006.0
BNPL_008379,22,74022,321,23779,3,0.18,0.03,548,0,1783.43,0,1235.43
BNPL_008380,44,109689,598,24804,3,0.18,0.03,503,0,1860.3,0,1357.3
BNPL_008381,36,67391,735,3892,3,0.18,0.03,463,1,291.9,3892,-4063.1
BNPL_008382,42,82025,357,28628,3,0.18,0.03,310,0,2147.1,0,1837.1
BNPL_008383,51,93088,548,12078,3,0.18,0.03,496,0,905.85,0,409.85
BNPL_008384,29,91092,418,20153,3,0.18,0.03,481,0,1511.47,0,1030.47
BNPL_008385,53,85899,393,9447,3,0.18,0.03,291,1,708.52,9447,-9029.48
BNPL_008386,49,68490,663,16286,3,0.18,0.03,335,0,1221.45,0,886.45
BNPL_008387,29,115658,474,28288,3,0.18,0.03,284,1,2121.6,28288,-26450.4
BNPL_008388,45,114426,525,22370,3,0.18,0.03,236,1,1677.75,22370,-20928.25
BNPL_008389,36,106321,751,16896,3,0.18,0.03,293,0,1267.2,0,974.2
BNPL_008390,25,29176,473,21126,3,0.18,0.03,272,0,1584.45,0,1312.45
BNPL_008391,32,61743,355,21126,3,0.18,0.03,321,0,1584.45,0,1263.45
BNPL_008392,32,100582,315,18509,3,0.18,0.03,286,0,1388.17,0,1102.17
BNPL_008393,51,69826,378,13764,3,0.18,0.03,476,1,1032.3,13764,-13207.7
